scenario_id,num_steps,total_turnover,total_inflow,total_outflow,net_turnover,outflow_to_inflow_ratio,fees_total,fees_ratio,incoming_transfer_sum,incoming_transfer_count,crypto_exchange_inflow_sum,foreign_bank_inflow_sum,primary_incoming_source,primary_sender_relationship,cash_inflow_sum,cash_outflow_sum,cash_turnover_ratio,anonymous_recipient_turnover,anonymous_recipient_ratio,night_operations_count,night_operations_ratio,rapid_velocity_count,rapid_velocity_ratio,avg_step_amount,max_step_amount,std_step_amount,max_frequency_single_step,repeated_amount_count,rapid_credit_to_debit_count,unique_channels_count,unique_cards_count,primary_channel,primary_category,most_frequent_card,has_cash,target_risk_score,target_risk_label,target_is_suspicious,scenario_archetype
scen_0086,2,58191.0,30000.0,28191.0,1809.0,0.9397,140.96,0.0024,0.0,0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0.5,29095.5,30000.0,904.5,1,0,1,1,2,mobile,salary,salary,0,22.41,review,0,transfer_burst
scen_0087,9,369662.0,47762.0,321900.0,-274138.0,6.7397,1609.51,0.0044,47762.0,1,0.0,47762.0,foreign_bank_kg,anonymous_established_account,0.0,0.0,0.0,0.0,0.0,0,0.0,3,0.3333,41073.56,77551.0,20264.62,1,0,0,2,2,mobile,transfer,card_transfer,0,19.44,normal,0,incoming_series
scen_0088,2,62752.0,41531.0,21221.0,20310.0,0.511,106.1,0.0017,41531.0,1,0.0,0.0,payment_service,anonymous_new_account,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0.5,31376.0,41531.0,10155.0,1,0,0,2,2,bank,incoming_transfer,incoming_transfer,0,31.64,review,0,incoming_series
scen_0089,2,106496.0,30000.0,76496.0,-46496.0,2.5499,382.48,0.0036,0.0,0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0.5,53248.0,76496.0,23248.0,1,0,1,1,2,mobile,salary,salary,0,22.32,review,0,transfer_burst
scen_0090,8,348101.0,20000.0,328101.0,-308101.0,16.405,2799.47,0.008,0.0,0,0.0,0.0,none,none,0.0,231792.0,0.6659,0.0,0.0,0,0.0,5,0.625,43512.62,72722.0,17340.1,1,0,1,3,3,atm,cash,cash_withdrawal,1,25.85,review,0,retail
scen_0091,2,51914.0,36422.0,15492.0,20930.0,0.4253,77.46,0.0015,36422.0,1,0.0,0.0,domestic_bank,anonymous_new_account,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,25957.0,36422.0,10465.0,1,0,0,2,2,bank,incoming_transfer,incoming_transfer,0,21.6,review,0,incoming_series
scen_0092,2,97049.0,25000.0,72049.0,-47049.0,2.882,360.24,0.0037,0.0,0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,48524.5,72049.0,23524.5,1,0,1,1,2,mobile,salary,salary,0,15.85,normal,0,transfer_burst
scen_0093,14,749621.0,20000.0,729621.0,-709621.0,36.4811,6490.35,0.0087,0.0,0,0.0,0.0,none,none,0.0,568449.0,0.7583,0.0,0.0,0,0.0,7,0.5,53544.36,96628.0,25037.01,1,0,1,3,3,branch,cash,cash_withdrawal,1,22.71,review,0,retail
scen_0094,7,309095.0,18812.0,290283.0,-271471.0,15.4307,1451.42,0.0047,18812.0,1,0.0,18812.0,foreign_bank_kg,regular_sender,0.0,0.0,0.0,0.0,0.0,0,0.0,3,0.4286,44156.43,68972.0,20744.33,1,0,1,2,2,mobile,transfer,card_transfer,0,22.56,review,0,incoming_series
scen_0095,11,521684.0,30000.0,491684.0,-461684.0,16.3895,3388.13,0.0065,0.0,0,0.0,0.0,none,none,0.0,185944.0,0.3564,0.0,0.0,0,0.0,4,0.3636,47425.82,69250.0,18338.52,1,0,1,3,3,mobile,transfer,card_transfer,1,19.74,normal,0,retail
scen_0096,2,72209.0,32818.0,39391.0,-6573.0,1.2003,393.91,0.0055,32818.0,1,32818.0,0.0,crypto_exchange,regular_sender,0.0,39391.0,0.5455,0.0,0.0,0,0.0,0,0.0,36104.5,39391.0,3286.5,1,0,1,2,2,bank,incoming_transfer,incoming_transfer,1,28.61,review,0,rapid_cash_out
scen_0097,2,157368.0,74752.0,82616.0,-7864.0,1.1052,826.16,0.0052,74752.0,1,0.0,0.0,domestic_bank,anonymous_established_account,0.0,82616.0,0.525,0.0,0.0,0,0.0,0,0.0,78684.0,82616.0,3932.0,1,0,1,2,2,bank,incoming_transfer,incoming_transfer,1,25.37,review,0,rapid_cash_out
scen_0098,2,83487.0,21300.0,62187.0,-40887.0,2.9196,621.87,0.0074,21300.0,1,0.0,0.0,domestic_bank,anonymous_established_account,0.0,62187.0,0.7449,0.0,0.0,0,0.0,1,0.5,41743.5,62187.0,20443.5,1,0,1,2,2,bank,incoming_transfer,incoming_transfer,1,30.18,review,0,rapid_cash_out
scen_0099,14,651800.0,26274.0,625526.0,-599252.0,23.8078,3127.63,0.0048,26274.0,1,0.0,26274.0,foreign_bank_kg,anonymous_established_account,0.0,0.0,0.0,0.0,0.0,0,0.0,6,0.4286,46557.14,79924.0,18955.09,1,0,1,2,2,mobile,transfer,card_transfer,0,21.01,review,0,incoming_series
scen_0100,2,64688.0,20000.0,44688.0,-24688.0,2.2344,223.44,0.0035,0.0,0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0.5,32344.0,44688.0,12344.0,1,0,1,1,2,mobile,salary,salary,0,20.24,review,0,retail
scen_0101,2,156805.0,64602.0,92203.0,-27601.0,1.4272,922.03,0.0059,64602.0,1,0.0,0.0,domestic_bank,anonymous_established_account,0.0,92203.0,0.588,0.0,0.0,0,0.0,1,0.5,78402.5,92203.0,13800.5,1,0,1,2,2,bank,incoming_transfer,incoming_transfer,1,31.34,review,0,rapid_cash_out
scen_0102,2,83227.0,20000.0,63227.0,-43227.0,3.1614,316.14,0.0038,0.0,0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,41613.5,63227.0,21613.5,1,0,1,1,2,mobile,salary,salary,0,15.16,normal,0,transfer_burst
scen_0103,3,193083.0,67619.0,125464.0,-57845.0,1.8555,627.32,0.0032,67619.0,1,0.0,0.0,payment_service,anonymous_established_account,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0.3333,64361.0,70875.0,7036.54,1,0,1,2,2,mobile,transfer,card_transfer,0,25.77,review,0,incoming_series
scen_0104,2,78992.0,51853.0,27139.0,24714.0,0.5234,271.39,0.0034,51853.0,1,51853.0,0.0,crypto_exchange,anonymous_established_account,0.0,27139.0,0.3436,0.0,0.0,0,0.0,1,0.5,39496.0,51853.0,12357.0,1,0,0,2,2,bank,incoming_transfer,incoming_transfer,1,32.95,review,0,rapid_cash_out
scen_0105,7,312760.0,20000.0,292760.0,-272760.0,14.638,2113.58,0.0068,0.0,0,0.0,0.0,none,none,0.0,129958.0,0.4155,0.0,0.0,0,0.0,3,0.4286,44680.0,75308.0,19551.66,1,0,1,3,3,mobile,transfer,card_transfer,1,19.9,normal,0,retail
scen_0106,9,475440.0,56254.0,419186.0,-362932.0,7.4517,2095.93,0.0044,56254.0,1,0.0,0.0,domestic_bank,anonymous_new_account,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0.1111,52826.67,71680.0,16817.54,1,0,1,2,2,mobile,transfer,card_transfer,0,17.4,normal,0,incoming_series
scen_0107,2,123920.0,47827.0,76093.0,-28266.0,1.591,760.93,0.0061,47827.0,1,0.0,0.0,domestic_bank,anonymous_established_account,0.0,76093.0,0.614,0.0,0.0,0,0.0,1,0.5,61960.0,76093.0,14133.0,1,0,1,2,2,bank,incoming_transfer,incoming_transfer,1,32.2,review,0,rapid_cash_out
scen_0108,2,55572.0,30000.0,25572.0,4428.0,0.8524,127.86,0.0023,0.0,0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,27786.0,30000.0,2214.0,1,0,1,1,2,mobile,salary,salary,0,13.78,normal,0,transfer_burst
scen_0109,8,390176.0,20000.0,370176.0,-350176.0,18.5088,2802.88,0.0072,0.0,0,0.0,0.0,none,none,0.0,190400.0,0.488,0.0,0.0,0,0.0,5,0.625,48772.0,77568.0,20272.52,1,0,1,3,3,atm,cash,cash_withdrawal,1,26.0,review,0,retail
scen_0110,2,109774.0,30000.0,79774.0,-49774.0,2.6591,398.87,0.0036,0.0,0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,54887.0,79774.0,24887.0,1,0,1,1,2,mobile,salary,salary,0,16.49,normal,0,transfer_burst
scen_0111,2,78281.0,20000.0,58281.0,-38281.0,2.9141,291.4,0.0037,0.0,0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,39140.5,58281.0,19140.5,1,0,1,1,2,mobile,salary,salary,0,17.42,normal,0,transfer_burst
scen_0112,8,403727.0,20000.0,383727.0,-363727.0,19.1864,2983.46,0.0074,0.0,0,0.0,0.0,none,none,0.0,212965.0,0.5275,0.0,0.0,0,0.0,2,0.25,50465.88,85047.0,25060.47,1,0,1,3,3,branch,cash,cash_withdrawal,1,17.04,normal,0,retail
scen_0113,13,684903.0,73462.0,611441.0,-537979.0,8.3232,3057.2,0.0045,73462.0,1,0.0,73462.0,foreign_bank_kg,anonymous_new_account,0.0,0.0,0.0,0.0,0.0,0,0.0,4,0.3077,52684.85,74094.0,13772.03,1,0,0,2,2,mobile,transfer,card_transfer,0,20.19,review,0,incoming_series
scen_0114,7,299895.0,30000.0,269895.0,-239895.0,8.9965,2380.69,0.0079,0.0,0,0.0,0.0,none,none,0.0,206244.0,0.6877,0.0,0.0,0,0.0,1,0.1429,42842.14,90698.0,22839.93,1,0,1,3,3,atm,cash,cash_withdrawal,1,18.43,normal,0,retail
scen_0115,2,103051.0,30701.0,72350.0,-41649.0,2.3566,723.5,0.007,30701.0,1,0.0,0.0,payment_service,regular_sender,0.0,72350.0,0.7021,0.0,0.0,0,0.0,1,0.5,51525.5,72350.0,20824.5,1,0,1,2,2,bank,incoming_transfer,incoming_transfer,1,31.16,review,0,rapid_cash_out
scen_0116,2,142308.0,47649.0,94659.0,-47010.0,1.9866,946.59,0.0067,47649.0,1,47649.0,0.0,crypto_exchange,anonymous_established_account,0.0,94659.0,0.6652,0.0,0.0,0,0.0,0,0.0,71154.0,94659.0,23505.0,1,0,1,2,2,bank,incoming_transfer,incoming_transfer,1,33.12,review,0,rapid_cash_out
scen_0117,2,47928.0,14888.0,33040.0,-18152.0,2.2192,330.4,0.0069,14888.0,1,0.0,14888.0,foreign_bank_kg,anonymous_established_account,0.0,33040.0,0.6894,0.0,0.0,0,0.0,0,0.0,23964.0,33040.0,9076.0,1,0,1,2,2,bank,incoming_transfer,incoming_transfer,1,30.9,review,0,rapid_cash_out
scen_0118,4,202720.0,49110.0,153610.0,-104500.0,3.1279,768.05,0.0038,49110.0,1,0.0,0.0,domestic_bank,anonymous_established_account,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0.25,50680.0,78723.0,18258.61,1,0,1,2,2,mobile,transfer,card_transfer,0,23.32,review,0,incoming_series
scen_0119,6,295277.0,43720.0,251557.0,-207837.0,5.7538,1257.78,0.0043,43720.0,1,0.0,43720.0,foreign_bank_kg,anonymous_new_account,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,49212.83,77538.0,18347.56,1,0,1,2,2,mobile,transfer,card_transfer,0,19.42,normal,0,incoming_series
scen_0120,4,136165.0,20000.0,116165.0,-96165.0,5.8083,1107.18,0.0081,0.0,0,0.0,0.0,none,none,0.0,105270.0,0.7731,0.0,0.0,0,0.0,0,0.0,34041.25,60275.0,19628.42,1,0,0,3,3,mobile,cash,cash_withdrawal,1,14.16,normal,0,retail
scen_0121,6,256620.0,25000.0,231620.0,-206620.0,9.2648,1556.12,0.0061,0.0,0,0.0,0.0,none,none,0.0,79605.0,0.3102,0.0,0.0,0,0.0,5,0.8333,42770.0,75866.0,18036.86,1,0,1,2,3,mobile,transfer,card_transfer,1,26.11,review,0,retail
scen_0122,2,97141.0,27507.0,69634.0,-42127.0,2.5315,696.34,0.0072,27507.0,1,0.0,0.0,payment_service,anonymous_new_account,0.0,69634.0,0.7168,0.0,0.0,0,0.0,0,0.0,48570.5,69634.0,21063.5,1,0,1,2,2,bank,incoming_transfer,incoming_transfer,1,31.36,review,0,rapid_cash_out
scen_0123,14,603671.0,25235.0,578436.0,-553201.0,22.922,2892.19,0.0048,25235.0,1,0.0,25235.0,foreign_bank_kg,regular_sender,0.0,0.0,0.0,0.0,0.0,0,0.0,5,0.3571,43119.36,76895.0,22750.43,1,0,1,2,2,mobile,transfer,card_transfer,0,18.96,normal,0,incoming_series
scen_0124,10,445820.0,25000.0,420820.0,-395820.0,16.8328,2913.92,0.0065,0.0,0,0.0,0.0,none,none,0.0,161962.0,0.3633,0.0,0.0,0,0.0,4,0.4,44582.0,81361.0,22417.45,1,0,1,3,3,mobile,transfer,card_transfer,1,20.96,review,0,retail
scen_0125,5,184930.0,46129.0,138801.0,-92672.0,3.009,694.01,0.0038,46129.0,1,0.0,46129.0,foreign_bank_kg,regular_sender,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0.2,36986.0,64950.0,18089.37,1,0,0,2,2,mobile,transfer,card_transfer,0,15.5,normal,0,incoming_series
scen_0126,11,594935.0,20000.0,574935.0,-554935.0,28.7467,3489.11,0.0059,0.0,0,0.0,0.0,none,none,0.0,122887.0,0.2066,0.0,0.0,0,0.0,4,0.3636,54085.0,78321.0,20044.83,1,0,1,3,3,mobile,transfer,card_transfer,1,18.86,normal,0,retail
scen_0127,14,589199.0,17552.0,571647.0,-554095.0,32.5688,2858.26,0.0049,17552.0,1,0.0,0.0,payment_service,anonymous_established_account,0.0,0.0,0.0,0.0,0.0,0,0.0,2,0.1429,42085.64,79467.0,17237.58,1,0,1,2,2,mobile,transfer,card_transfer,0,16.5,normal,0,incoming_series
scen_0128,2,114596.0,25376.0,89220.0,-63844.0,3.5159,892.2,0.0078,25376.0,1,0.0,0.0,payment_service,anonymous_new_account,0.0,89220.0,0.7786,0.0,0.0,0,0.0,0,0.0,57298.0,89220.0,31922.0,1,0,1,2,2,bank,incoming_transfer,incoming_transfer,1,35.23,suspicious,1,rapid_cash_out
scen_0129,2,123266.0,52154.0,71112.0,-18958.0,1.3635,711.12,0.0058,52154.0,1,52154.0,0.0,crypto_exchange,anonymous_established_account,0.0,71112.0,0.5769,0.0,0.0,0,0.0,0,0.0,61633.0,71112.0,9479.0,1,0,1,2,2,bank,incoming_transfer,incoming_transfer,1,31.66,review,0,rapid_cash_out
scen_0130,2,105179.0,30000.0,75179.0,-45179.0,2.506,375.9,0.0036,0.0,0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,52589.5,75179.0,22589.5,1,0,1,1,2,mobile,salary,salary,0,16.26,normal,0,transfer_burst
scen_0131,14,615475.0,20000.0,595475.0,-575475.0,29.7737,5120.8,0.0083,0.0,0,0.0,0.0,none,none,0.0,428688.0,0.6965,0.0,0.0,0,0.0,1,0.0714,43962.5,92667.0,24834.09,1,0,1,3,3,branch,cash,cash_withdrawal,1,15.82,normal,0,retail
scen_0132,11,487103.0,30000.0,457103.0,-427103.0,15.2368,3817.86,0.0078,0.0,0,0.0,0.0,none,none,0.0,306470.0,0.6292,0.0,0.0,0,0.0,4,0.3636,44282.09,98346.0,24390.47,1,0,1,3,3,mobile,cash,cash_withdrawal,1,20.79,review,0,retail
scen_0133,3,200902.0,25000.0,175902.0,-150902.0,7.0361,1759.02,0.0088,0.0,0,0.0,0.0,none,none,0.0,175902.0,0.8756,0.0,0.0,0,0.0,1,0.3333,66967.33,93459.0,30014.23,1,0,1,2,2,branch,cash,cash_withdrawal,1,21.03,review,0,retail
scen_0134,2,128937.0,75517.0,53420.0,22097.0,0.7074,534.2,0.0041,75517.0,1,0.0,0.0,payment_service,regular_sender,0.0,53420.0,0.4143,0.0,0.0,0,0.0,1,0.5,64468.5,75517.0,11048.5,1,0,1,2,2,bank,incoming_transfer,incoming_transfer,1,35.44,suspicious,1,rapid_cash_out
scen_0135,5,230728.0,20000.0,210728.0,-190728.0,10.5364,1729.04,0.0075,0.0,0,0.0,0.0,none,none,0.0,135080.0,0.5855,0.0,0.0,0,0.0,2,0.4,46145.6,83860.0,22043.26,1,0,1,2,3,mobile,transfer,card_transfer,1,21.61,review,0,retail
scen_0136,3,123342.0,41519.0,81823.0,-40304.0,1.9707,409.12,0.0033,41519.0,1,0.0,0.0,payment_service,regular_sender,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0.3333,41114.0,53480.0,10266.13,1,0,1,2,2,mobile,transfer,card_transfer,0,26.11,review,0,incoming_series
scen_0137,10,554727.0,20000.0,534727.0,-514727.0,26.7364,4149.92,0.0075,0.0,0,0.0,0.0,none,none,0.0,295256.0,0.5323,0.0,0.0,0,0.0,3,0.3,55472.7,93115.0,25390.7,1,0,1,3,3,mobile,cash,cash_withdrawal,1,20.15,review,0,retail
scen_0138,7,310383.0,57175.0,253208.0,-196033.0,4.4286,1266.04,0.0041,57175.0,1,57175.0,0.0,crypto_exchange,anonymous_new_account,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0.1429,44340.43,77166.0,21276.97,1,0,0,2,2,mobile,transfer,card_transfer,0,18.86,normal,0,incoming_series
scen_0139,11,469833.0,20000.0,449833.0,-429833.0,22.4916,3733.68,0.0079,0.0,0,0.0,0.0,none,none,0.0,296905.0,0.6319,0.0,0.0,0,0.0,1,0.0909,42712.09,74985.0,18260.06,1,0,1,3,3,branch,cash,cash_withdrawal,1,16.18,normal,0,retail
scen_0140,2,78193.0,25000.0,53193.0,-28193.0,2.1277,265.96,0.0034,0.0,0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,39096.5,53193.0,14096.5,1,0,1,1,2,mobile,salary,salary,0,17.41,normal,0,transfer_burst
scen_0141,2,57842.0,30000.0,27842.0,2158.0,0.9281,139.21,0.0024,0.0,0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,28921.0,30000.0,1079.0,1,0,1,1,2,mobile,salary,salary,0,16.39,normal,0,transfer_burst
scen_0142,2,66326.0,30000.0,36326.0,-6326.0,1.2109,181.63,0.0027,0.0,0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,33163.0,36326.0,3163.0,1,0,1,1,2,mobile,salary,salary,0,16.82,normal,0,transfer_burst
scen_0143,2,76830.0,25000.0,51830.0,-26830.0,2.0732,259.15,0.0034,0.0,0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,38415.0,51830.0,13415.0,1,0,1,1,2,mobile,salary,salary,0,17.34,normal,0,transfer_burst
scen_0144,11,556714.0,70505.0,486209.0,-415704.0,6.8961,2431.05,0.0044,70505.0,1,0.0,70505.0,foreign_bank_kg,anonymous_established_account,0.0,0.0,0.0,0.0,0.0,0,0.0,5,0.4545,50610.36,75444.0,19767.96,1,0,0,2,2,mobile,transfer,card_transfer,0,20.61,review,0,incoming_series
scen_0145,10,563205.0,53463.0,509742.0,-456279.0,9.5345,2548.72,0.0045,53463.0,1,0.0,0.0,payment_service,anonymous_new_account,0.0,0.0,0.0,0.0,0.0,0,0.0,3,0.3,56320.5,77999.0,19910.49,1,0,0,2,2,mobile,transfer,card_transfer,0,19.33,normal,0,incoming_series
scen_0146,3,100702.0,21253.0,79449.0,-58196.0,3.7382,397.24,0.0039,21253.0,1,0.0,0.0,domestic_bank,regular_sender,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,33567.33,50880.0,12600.99,1,0,1,2,2,mobile,transfer,card_transfer,0,19.03,normal,0,incoming_series
scen_0147,14,564150.0,54967.0,509183.0,-454216.0,9.2634,2545.9,0.0045,54967.0,1,0.0,0.0,domestic_bank,regular_sender,0.0,0.0,0.0,0.0,0.0,0,0.0,5,0.3571,40296.43,66640.0,17127.38,1,0,0,2,2,mobile,transfer,card_transfer,0,18.6,normal,0,incoming_series
scen_0148,2,48200.0,30000.0,18200.0,11800.0,0.6067,91.0,0.0019,0.0,0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0.5,24100.0,30000.0,5900.0,1,0,0,1,2,mobile,salary,salary,0,16.91,normal,0,transfer_burst
scen_0149,14,635737.0,25000.0,610737.0,-585737.0,24.4295,5333.54,0.0084,0.0,0,0.0,0.0,none,none,0.0,455970.0,0.7172,0.0,0.0,0,0.0,7,0.5,45409.79,87354.0,21259.85,1,0,1,3,3,atm,cash,cash_withdrawal,1,24.33,review,0,retail
scen_0150,2,47026.0,30000.0,17026.0,12974.0,0.5675,85.13,0.0018,0.0,0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,23513.0,30000.0,6487.0,1,0,0,1,2,mobile,salary,salary,0,10.85,normal,0,transfer_burst
scen_0151,9,388668.0,25000.0,363668.0,-338668.0,14.5467,3406.85,0.0088,0.0,0,0.0,0.0,none,none,0.0,317702.0,0.8174,0.0,0.0,0,0.0,4,0.4444,43185.33,76952.0,20430.17,1,0,1,3,3,atm,cash,cash_withdrawal,1,22.65,review,0,retail
scen_0152,10,433156.0,21401.0,411755.0,-390354.0,19.24,2058.76,0.0048,21401.0,1,0.0,0.0,payment_service,anonymous_new_account,0.0,0.0,0.0,0.0,0.0,0,0.0,3,0.3,43315.6,66120.0,13248.79,1,0,1,2,2,mobile,transfer,card_transfer,0,20.53,review,0,incoming_series
scen_0153,2,52481.0,30000.0,22481.0,7519.0,0.7494,112.4,0.0021,0.0,0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,26240.5,30000.0,3759.5,1,0,1,1,2,mobile,salary,salary,0,13.62,normal,0,transfer_burst
scen_0154,2,55799.0,26631.0,29168.0,-2537.0,1.0953,145.84,0.0026,26631.0,1,0.0,26631.0,foreign_bank_kg,anonymous_new_account,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0.5,27899.5,29168.0,1268.5,1,0,1,2,2,bank,incoming_transfer,incoming_transfer,0,35.79,suspicious,1,incoming_series
scen_0155,2,91472.0,30000.0,61472.0,-31472.0,2.0491,307.36,0.0034,0.0,0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,45736.0,61472.0,15736.0,1,0,1,1,2,mobile,salary,salary,0,15.58,normal,0,transfer_burst
scen_0156,2,114464.0,45221.0,69243.0,-24022.0,1.5312,692.43,0.006,45221.0,1,0.0,0.0,payment_service,anonymous_established_account,0.0,69243.0,0.6049,0.0,0.0,0,0.0,1,0.5,57232.0,69243.0,12011.0,1,0,1,2,2,bank,incoming_transfer,incoming_transfer,1,38.22,suspicious,1,rapid_cash_out
scen_0157,8,435877.0,30000.0,405877.0,-375877.0,13.5292,3608.97,0.0083,0.0,0,0.0,0.0,none,none,0.0,315918.0,0.7248,0.0,0.0,0,0.0,1,0.125,54484.62,80048.0,21045.44,1,0,1,3,3,branch,cash,cash_withdrawal,1,17.7,normal,0,retail
scen_0158,12,462258.0,20000.0,442258.0,-422258.0,22.1129,3264.67,0.0071,0.0,0,0.0,0.0,none,none,0.0,210676.0,0.4558,0.0,0.0,0,0.0,5,0.4167,38521.5,72496.0,17013.86,1,0,1,3,3,mobile,transfer,card_transfer,1,20.44,review,0,retail
scen_0159,13,619839.0,25000.0,594839.0,-569839.0,23.7936,4355.21,0.007,0.0,0,0.0,0.0,none,none,0.0,276202.0,0.4456,0.0,0.0,0,0.0,5,0.3846,47679.92,98753.0,26912.91,1,0,1,3,3,mobile,transfer,card_transfer,1,20.69,review,0,retail
scen_0160,7,346302.0,13515.0,332787.0,-319272.0,24.6235,1663.93,0.0048,13515.0,1,13515.0,0.0,crypto_exchange,anonymous_new_account,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0.1429,49471.71,77862.0,27477.49,1,0,1,2,2,mobile,transfer,card_transfer,0,18.66,normal,0,incoming_series
scen_0161,12,493362.0,12187.0,481175.0,-468988.0,39.4826,2405.86,0.0049,12187.0,1,0.0,0.0,domestic_bank,anonymous_new_account,0.0,0.0,0.0,0.0,0.0,0,0.0,4,0.3333,41113.5,75673.0,20896.2,1,0,1,2,2,mobile,transfer,card_transfer,0,18.78,normal,0,incoming_series
scen_0162,2,48665.0,30000.0,18665.0,11335.0,0.6222,93.32,0.0019,0.0,0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,24332.5,30000.0,5667.5,1,0,0,1,2,mobile,salary,salary,0,10.94,normal,0,transfer_burst
scen_0163,13,619917.0,27984.0,591933.0,-563949.0,21.1526,2959.66,0.0048,27984.0,1,0.0,0.0,domestic_bank,anonymous_new_account,0.0,0.0,0.0,0.0,0.0,0,0.0,4,0.3077,47685.92,78551.0,19538.07,1,0,1,2,2,mobile,transfer,card_transfer,0,19.62,normal,0,incoming_series
scen_0164,11,532580.0,42053.0,490527.0,-448474.0,11.6645,2452.67,0.0046,42053.0,1,0.0,0.0,domestic_bank,anonymous_established_account,0.0,0.0,0.0,0.0,0.0,0,0.0,4,0.3636,48416.36,75803.0,18672.56,1,0,1,2,2,mobile,transfer,card_transfer,0,19.66,normal,0,incoming_series
scen_0165,4,163005.0,20000.0,143005.0,-123005.0,7.1502,821.64,0.005,0.0,0,0.0,0.0,none,none,0.0,21322.0,0.1308,0.0,0.0,0,0.0,0,0.0,40751.25,70960.0,21331.4,1,0,1,2,3,mobile,transfer,card_transfer,1,13.82,normal,0,retail
scen_0166,2,74834.0,25000.0,49834.0,-24834.0,1.9934,249.17,0.0033,0.0,0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0.5,37417.0,49834.0,12417.0,1,0,1,1,2,mobile,salary,salary,0,23.24,review,0,transfer_burst
scen_0167,2,139908.0,58270.0,81638.0,-23368.0,1.401,816.38,0.0058,58270.0,1,0.0,0.0,payment_service,anonymous_new_account,0.0,81638.0,0.5835,0.0,0.0,0,0.0,0,0.0,69954.0,81638.0,11684.0,1,0,1,2,2,bank,incoming_transfer,incoming_transfer,1,34.0,review,0,rapid_cash_out
scen_0168,8,327424.0,30000.0,297424.0,-267424.0,9.9141,2247.3,0.0069,0.0,0,0.0,0.0,none,none,0.0,152034.0,0.4643,0.0,0.0,0,0.0,2,0.25,40928.0,64140.0,12886.55,1,0,1,3,3,mobile,transfer,card_transfer,1,18.22,normal,0,retail
scen_0169,11,503395.0,25000.0,478395.0,-453395.0,19.1358,3461.31,0.0069,0.0,0,0.0,0.0,none,none,0.0,213869.0,0.4249,0.0,0.0,0,0.0,3,0.2727,45763.18,71086.0,19109.57,1,0,1,3,3,mobile,transfer,card_transfer,1,19.21,normal,0,retail
scen_0170,2,50717.0,25000.0,25717.0,-717.0,1.0287,128.58,0.0025,0.0,0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,25358.5,25717.0,358.5,1,0,1,1,2,mobile,salary,salary,0,13.54,normal,0,transfer_burst
scen_0171,2,102838.0,49874.0,52964.0,-3090.0,1.062,529.64,0.0052,49874.0,1,0.0,0.0,domestic_bank,anonymous_new_account,0.0,52964.0,0.515,0.0,0.0,0,0.0,0,0.0,51419.0,52964.0,1545.0,1,0,1,2,2,bank,incoming_transfer,incoming_transfer,1,31.14,review,0,rapid_cash_out
scen_0172,2,111105.0,61936.0,49169.0,12767.0,0.7939,491.69,0.0044,61936.0,1,0.0,0.0,domestic_bank,regular_sender,0.0,49169.0,0.4425,0.0,0.0,0,0.0,0,0.0,55552.5,61936.0,6383.5,1,0,1,2,2,bank,incoming_transfer,incoming_transfer,1,19.56,normal,0,rapid_cash_out
